web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605382819-564","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","One Great City Brewing Company Ltd. - Tipsy Cow Milk Stout

          $3.59
          32851
          473 ml



      Heavy







      Roasted","https://www.liquormarts.ca/product/one-great-city-brewing-company-ltd-tipsy-cow-milk-stout/473-ml","One Great City Brewing Company Ltd. - Tipsy Cow Milk Stout","$3.59","5.50%","Our Milk Stout has the dark malt character of a stout, balanced out with a lactose addition, giving it added body and sweetness as well as lending a creamy mouthfeel. This beer is a perfect stepping stone into the world of stouts. It's been a fan favourite of ours since we opened.","Item # 32851       | UPC 628250026153 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Stout","null","25 IBU","One Great City"
"1605382045-326","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Faxe Premium

          $2.87
          3671
          500 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/faxe-premium/500-ml","Faxe Premium","$2.87","5.00%","null","Item # 3671       | UPC 5741000004074 | 500 ml","null","Denmark","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Pale","null","Faxe Premium is rich and frothy, with a smooth mouth feel, due to the special yeast and unique pressure-fermentation technique used in the brewing of this beer. The taste is distintively smooth.","Faxe Premium"
"1605383317-725","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","VANCOUVER ISLAND BREWING OUTPOST MIX PACK

          $23.95
          33358
          12 x 355 ml


      Limited Time Offer","https://www.liquormarts.ca/product/vancouver-island-brewing-outpost-mix-pack/12-x-355-ml","VANCOUVER ISLAND BREWING OUTPOST MIX PACK","REG. $26.95
          $23.95
          SAVE $3.00","6.00%","null","Item # 33358       | UPC 620097003977 | 12 x 355 ml","Vancouver Island Brewing","Canada","","","Beer > Assortment / Taster Pack > Domestic","REG. $26.95","This taste pack includes: Victoria Pilsner with 41 IBU, Broken Islands Hazy IPA with 57 IBU, Faller Northwest Pale Ale with 35 IBU, and Dominion Dark Lager with 19 IBU.","null"
"1605382400-430","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Kokanee

          $37.78
          919373
          24 x 355 ml


      Limited Time Offer







      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/kokanee/24-x-355-ml","Kokanee","REG. $42.98
          $37.78
          SAVE $5.20","5.00%","null","Item # 919373       | UPC 062067374401 | 24 x 355 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","REG. $42.98","A unique blend of Pacific Northwest hops gives Kokanee a smooth, clean, refreshing taste. This award winning beer matches well with lighter tasting foods such as pasta, pizza, seafood and sushi.","Kokanee"
"1605381607-171","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Big Rock Variety Pack

          $26.99
          722573
          15 x 355 ml


      Limited Time Offer








      Balanced







      Malty","https://www.liquormarts.ca/product/big-rock-variety-pack/15-x-355-ml","Big Rock Variety Pack","REG. $29.99
          $26.99
          SAVE $3.00","5.00%","null","Item # 722573       | UPC 064294852981 | 15 x 355 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Assortment / Taster Pack > Domestic","REG. $29.99","Variety Pack includes; Grasshopper x3, Pilsner x3, Session IPA x3, Jack Rabbit Light x3, Big Rock Lager x3","Big Rock Variety Pack"
"1605383199-685","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","The Flying Monkeys 12 Minutes to Destiny Raspberry Hibiscus Lager

          $3.49
          23018
          473 ml



      Light







      Flavoured","https://www.liquormarts.ca/product/flying-monkeys-12-minutes-destiny-raspberry-hibiscus-lager/473-ml","The Flying Monkeys 12 Minutes to Destiny Raspberry Hibiscus Lager","$3.49","4.10%","Whilst contemplating a refreshing, unique, botanical libation, we noticed something in the room that smelled great. Someone had hibiscus tea. Hey, we thought, let’ s make a beer with this. The flow began: “ I read an article…”  and “ Did you ever try…”  and “ What if we add…”  Yes, we said. Then we were done. In about 12 Minutes, the Destiny of this beer was cast. The botanical hibiscus flower compliments the fresh tart raspberries and the energizing citrus in this refreshing lager.","Item # 23018       | UPC 870766000367 | 473 ml","null","Canada","","","Beer > Lager > Flavoured","null","8 IBU","Flying Monkeys Craft Brewery"
"1605382639-504","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Modelo Especial

          $25.79
          18617
          12 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/modelo-especial/12-x-355-ml","Modelo Especial","$25.79","4.50%","A rich, full-flavoured Pilsner beer with a slightly sweet, well balanced taste, light hop character and crisp, clean finish.  Produced by Grupo Modelo in 1925, the year in which the company was founded, Modelo Especial is the crowning glory of this historical brewery.","Item # 18617       | UPC 7501064196386 | 12 x 355 ml","Cerveza Modelo","Mexico","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pilsner","null","Premium Pilsner Lager, Imported from Mexico","null"
"1605382484-457","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Lake of the Woods Brewing - Sultana Gold North American Blonde Ale

          $3.49
          18869
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/lake-woods-brewing-sultana-gold-north-american-blonde-ale/473-ml","Lake of the Woods Brewing - Sultana Gold North American Blonde Ale","$3.49","5.00%","Clean, crisp and fresh - sessionable craft ale.  Sultana Gold is naturally carbonated using an old world brewing technique called Krausening.  Named after a legendary local gold mine on Lake of the Woods, Sultana contains malted wheat, pilsner and pale malts.  Hop flavour is low to moderate - a remarkable tasty northern brew.","Item # 18869       | UPC 805057000030 | 473 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Other Ales","null","15 IBU","Lake of the Woods Brewing - Sultana Gold North American Blonde Ale"
"1605382574-485","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Marston's Wells IPA

          $2.65
          25818
          500 ml


      Limited Time Offer








      Balanced







      Malty","https://www.liquormarts.ca/product/marstons-wells-ipa/500-ml","Marston's Wells IPA","REG. $3.00
          $2.65
          SAVE $0.35","5.00%","Brewed with natural mineral water, sourced from the same well sunk by Charles Wells 140 years ago. Malty and full flavour with a moderate hop character and a clean, dry finish: An easy-drinking IPA.","Item # 25818       | UPC 700330000052 | 500 ml","null","United Kingdom","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Ale > Pale","REG. $3.00","30 IBU","Marston's Beer Company"
"1605381777-235","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Chimay Peres Trappistes Blue Cap Extra Strong Ale

          $4.91
          34117
          330 ml


      Limited Time Offer








      Heavy







      Malty","https://www.liquormarts.ca/product/chimay-peres-trappistes-blue-cap-extra-strong-ale/330-ml-0","Chimay Peres Trappistes Blue Cap Extra Strong Ale","REG. $5.49
          $4.91
          SAVE $0.58","9.00%","'A dark Trappist ale with a powerful aroma. Its complex flavor improves with passing time.

It was first brewed as a Christmas beer, explaining the presence of a ""vintage"".","Item # 34117       | UPC 5410908000036 | 330 ml","null","Belgium","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Belgian","REG. $5.49","Brewed within the walls of a Trappist monastery","Bieres de Chimay"
"1605381591-163","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Beck's Non-Alcoholic

          $1.54
          20921
          330 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/becks-non-alcoholic/330-ml","Beck's Non-Alcoholic","$1.54","0.00%","null","Item # 20921       | UPC 082488145008 | 330 ml","null","Germany","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Non-Alcoholic > Import","null","Beck's Brewmasters stop the fermentation process at a very early stage which results in zero alcohol yet achieving the distinctive full-bodied taste and aroma of Beck's.","Brauerei Beck & Co"
"1605382460-449","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","LABATT MAXIMUM ICE LAGER

          $2.69
          25960
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/labatt-maximum-ice-lager/473-ml","LABATT MAXIMUM ICE LAGER","$2.69","7.10%","null","Item # 25960       | UPC 062067333538 | 473 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Other Lagers","null","STRONG ICE LAGER WITH NO PRESERVATIVES.","Labatt Brewing Company"
"1605381618-176","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Boneshaker Unfiltered India Pale Ale

          $3.59
          15299
          473 ml


      Limited Time Offer







      Delivery








      Heavy







      Hoppy","https://www.liquormarts.ca/product/boneshaker-unfiltered-india-pale-ale/473-ml","Boneshaker Unfiltered India Pale Ale","REG. $3.99
          $3.59
          SAVE $0.40","7.10%","null","Item # 15299       | UPC 626824700027 | 473 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Pale","REG. $3.99","Copious amounts of hops balanced over 4 different malts, unfiltered & naturally carbonated. The result? A truly unique taste experience & an award winning IPA. Expect grapefruit & pine aromas followed by massive hop flavours!","Amsterdam Brewing Company"
"1605382693-521","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Moosehead Light

          $27.94
          7247
          15 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/moosehead-light/15-x-355-ml","Moosehead Light","$27.94","4.00%","Moosehead Light is crafted using traditional brewing methods and according to our historic family recipes. We then age it longer than most lagers to give it a crisp, refreshing taste with a smooth finish.","Item # 7247       | UPC 776029701883 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Light","null","10 IBU","Moosehead Light"
"1605382243-380","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Grolsch Lager

          $2.96
          8583
          450 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/grolsch-lager/450-ml","Grolsch Lager","$2.96","5.00%","null","Item # 8583       | UPC 87167016 | 450 ml","null","Netherlands","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","Medium gold colour. Rich grain and hop aromas with hints of spice Smooth, balanced fl flavor with a refreshing hoppy character; a distinctive and full-bodied taste medium body, light carbonation. Smooth, balanced and dry.","Grolsch Lager"
